abc,7.308
daz,4.214
da,-1685261.059965663
tes,-1685261.4565147997
aa,-1685261.478044286
tes,-1685261.527767881
a,-1685261.6009318335
ads,-1685261.646461101
da,-1685261.7112888223
sfa,7.137
le,117.411
aa,53.52
tes,102.864
